hand_idx,p1_card,p2_card,p1_first_action,p1_actions,all_actions,reward_p1,cum_profit,pot_won,winner,ended_by,is_bluff,n_actions,agent_stack,opp_stack,opponent
1045,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1225.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1046,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1230.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1047,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1225.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1048,k,q,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1240.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1049,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1235.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1050,k,q,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1250.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1051,k,q,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1265.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1052,k,j,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1280.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1053,k,q,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1295.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1054,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1290.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1055,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1295.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1056,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1290.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1057,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1285.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1058,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1280.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1059,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1275.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1060,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1270.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1061,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1275.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1062,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1280.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1063,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1285.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1064,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1290.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1065,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1285.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1066,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1280.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1067,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1275.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1068,k,q,min_raise,['min_raise'],"[('p1', 'min_raise'), ('p2', 'call')]",10.0,1285.0,20.0,p1,showdown,False,2,140.0,145.0,calling_station
1069,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1280.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1070,k,j,min_raise,['min_raise'],"[('p1', 'min_raise'), ('p2', 'call')]",10.0,1290.0,20.0,p1,showdown,False,2,140.0,145.0,calling_station
1071,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1285.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1072,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1280.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1073,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1275.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1074,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1270.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1075,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1265.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1076,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1260.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1077,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1255.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1078,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1260.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1079,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1265.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1080,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1270.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1081,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1265.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1082,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1260.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1083,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1255.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1084,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1260.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1085,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1265.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1086,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1270.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1087,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1265.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1088,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1270.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1089,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1275.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1090,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1280.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1091,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1275.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1092,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1270.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1093,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1275.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1094,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1280.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1095,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1285.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1096,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1280.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1097,k,q,min_raise,['min_raise'],"[('p1', 'min_raise'), ('p2', 'call')]",10.0,1290.0,20.0,p1,showdown,False,2,140.0,145.0,calling_station
1098,k,q,min_raise,['min_raise'],"[('p1', 'min_raise'), ('p2', 'call')]",10.0,1300.0,20.0,p1,showdown,False,2,140.0,145.0,calling_station
1099,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1295.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1100,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1290.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1101,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1295.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1102,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1290.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1103,k,j,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1305.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1104,k,j,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1320.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1105,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1315.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1106,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1310.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1107,k,j,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1325.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1108,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1320.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1109,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1315.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1110,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1310.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1111,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1315.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1112,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1320.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1113,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1315.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1114,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1310.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1115,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1315.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1116,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1310.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1117,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1305.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1118,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1300.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1119,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1295.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1120,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1300.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1121,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1305.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1122,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1310.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1123,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1305.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1124,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1310.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1125,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1305.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1126,k,q,min_raise,['min_raise'],"[('p1', 'min_raise'), ('p2', 'call')]",10.0,1315.0,20.0,p1,showdown,False,2,140.0,145.0,calling_station
1127,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1320.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1128,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1315.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1129,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1310.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1130,k,q,min_raise,['min_raise'],"[('p1', 'min_raise'), ('p2', 'call')]",10.0,1320.0,20.0,p1,showdown,False,2,140.0,145.0,calling_station
1131,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1315.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1132,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1310.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1133,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1315.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1134,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1310.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1135,k,j,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1325.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1136,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1320.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1137,k,q,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1335.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1138,k,q,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1350.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1139,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1345.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1140,k,q,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1360.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1141,k,q,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1375.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1142,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1380.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1143,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1375.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1144,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1380.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1145,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1375.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1146,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1380.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1147,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1385.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1148,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1390.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1149,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1395.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1150,k,j,min_raise,['min_raise'],"[('p1', 'min_raise'), ('p2', 'call')]",10.0,1405.0,20.0,p1,showdown,False,2,140.0,145.0,calling_station
1151,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1410.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1152,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1405.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1153,k,q,min_raise,['min_raise'],"[('p1', 'min_raise'), ('p2', 'call')]",10.0,1415.0,20.0,p1,showdown,False,2,140.0,145.0,calling_station
1154,k,j,min_raise,['min_raise'],"[('p1', 'min_raise'), ('p2', 'call')]",10.0,1425.0,20.0,p1,showdown,False,2,140.0,145.0,calling_station
1155,k,q,min_raise,['min_raise'],"[('p1', 'min_raise'), ('p2', 'call')]",10.0,1435.0,20.0,p1,showdown,False,2,140.0,145.0,calling_station
1156,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1430.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1157,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1425.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1158,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1430.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1159,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1425.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1160,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1420.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1161,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1425.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1162,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1430.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1163,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1435.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1164,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1440.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1165,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1445.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1166,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1440.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1167,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1445.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1168,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1440.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1169,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1435.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1170,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1440.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1171,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1435.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1172,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1440.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1173,k,q,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1455.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1174,k,q,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1470.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1175,k,j,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1485.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1176,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1480.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1177,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1485.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1178,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1490.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1179,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1485.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1180,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1480.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1181,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1475.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1182,k,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1480.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1183,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1475.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1184,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1480.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1185,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1485.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1186,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1490.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1187,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1485.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1188,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1480.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1189,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1485.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1190,k,j,min_raise,['min_raise'],"[('p1', 'min_raise'), ('p2', 'call')]",10.0,1495.0,20.0,p1,showdown,False,2,140.0,145.0,calling_station
1191,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1490.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1192,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1485.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1193,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1480.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1194,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1485.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1195,k,q,min_raise,['min_raise'],"[('p1', 'min_raise'), ('p2', 'call')]",10.0,1495.0,20.0,p1,showdown,False,2,140.0,145.0,calling_station
1196,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1490.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1197,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1485.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1198,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1490.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1199,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1495.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1200,k,j,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1510.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1201,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1515.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1202,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1510.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1203,k,j,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1525.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1204,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1520.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1205,k,j,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1535.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1206,k,j,max_raise,['max_raise'],"[('p1', 'max_raise'), ('p2', 'call')]",15.0,1550.0,30.0,p1,showdown,False,2,135.0,145.0,calling_station
1207,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1545.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1208,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1540.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1209,k,q,min_raise,['min_raise'],"[('p1', 'min_raise'), ('p2', 'call')]",10.0,1550.0,20.0,p1,showdown,False,2,140.0,145.0,calling_station
1210,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1545.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1211,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1540.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1212,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1535.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1213,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1530.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1214,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1525.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1215,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1530.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1216,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1535.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1217,k,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1540.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1218,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1545.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1219,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1540.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1220,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1535.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1221,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1530.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1222,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1525.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1223,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1520.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1224,j,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1515.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1225,j,q,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1510.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1226,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1515.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1227,q,k,check,['check'],"[('p1', 'check'), ('p2', 'check')]",-5.0,1510.0,10.0,p2,showdown,False,2,145.0,145.0,calling_station
1228,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1515.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1229,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1520.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
1230,k,q,min_raise,['min_raise'],"[('p1', 'min_raise'), ('p2', 'call')]",10.0,1530.0,20.0,p1,showdown,False,2,140.0,145.0,calling_station
1231,q,j,check,['check'],"[('p1', 'check'), ('p2', 'check')]",5.0,1535.0,10.0,p1,showdown,False,2,145.0,145.0,calling_station
